route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
705,DX-705-Weekday-1-26-06-1111100,32329886,"705 Century Park",1,704 03,705-99-South,1,1
705,DX-705-Weekday-1-26-06-1111100,32329887,"705 Century Park",1,524 01,705-99-South,1,1
705,DX-705-Weekday-1-26-06-1111100,32329888,"705 Century Park",1,501 02,705-99-South,1,1
705,DX-705-Weekday-1-26-06-1111100,32329889,"705 Century Park",1,704 02,705-99-South,1,1
705,DX-705-Weekday-1-26-06-1111100,32329890,"705 Century Park",1,006 03,705-99-South,1,1
705,DX-705-Weekday-1-26-06-1111100,32329891,"705 Century Park",1,704 03,705-99-South,1,1
705,DX-705-Weekday-1-26-06-1111100,32329894,"705 Century Park",1,515 06,705-99-South,1,1
705,DX-705-Weekday-1-26-06-1111100,32365653,"705 Century Park",1,705 01,705-99-South,1,1
705,DX-705-Weekday-1-26-06-1111100,32365654,"705 Southgate",0,712 02,705-79-North,1,1
706,DX-706-Weekday-1-26-06-1111100,32332181,"706 Leger",1,509 04,706-80-West,1,1
706,DX-706-Weekday-1-26-06-1111100,32332182,"706 Leger",1,709 01,706-80-West,1,1
706,DX-706-Weekday-1-26-06-1111100,32332183,"706 Leger",1,706 01,706-80-West,1,1
706,DX-706-Weekday-1-26-06-1111100,32332184,"706 Leger",1,706 04,706-80-West,1,1
706,DX-706-Weekday-1-26-06-1111100,32332185,"706 Leger",1,706 01,706-80-West,1,1
706,DX-706-Weekday-1-26-06-1111100,32332186,"706 Leger",1,518 05,706-80-West,1,1
706,DX-706-Weekday-1-26-06-1111100,32332187,"706 Leger",1,706 03,706-80-West,1,1
706,DX-706-Weekday-1-26-06-1111100,32332188,"706 Leger",1,910 02,706-80-West,1,1
706,DX-706-Weekday-1-26-06-1111100,32332189,"706 Leger",1,706 02,706-80-West,1,1
706,DX-706-Weekday-1-26-06-1111100,32332190,"706 Leger",1,709 01,706-80-West,1,1
706,DX-706-Weekday-1-26-06-1111100,32332191,"706 Leger",1,706 02,706-80-West,1,1
706,DX-706-Weekday-1-26-06-1111100,32332192,"706 Leger",1,507 02,706-80-West,1,1
706,DX-706-Weekday-1-26-06-1111100,32332193,"706 Leger",1,706 02,706-80-West,1,1
706,DX-706-Weekday-1-26-06-1111100,32332194,"706 Leger",1,507 07,706-80-West,1,1
706,DX-706-Weekday-1-26-06-1111100,32332195,"706 Leger",1,715 02,706-80-West,1,1
706,DX-706-Weekday-1-26-06-1111100,32332196,"706 Leger",1,706 04,706-80-West,1,1
706,DX-706-Weekday-1-26-06-1111100,32332197,"706 Leger",1,709 01,706-80-West,1,1
706,DX-706-Weekday-1-26-06-1111100,32332198,"706 Leger",1,706 04,706-80-West,1,1
706,DX-706-Weekday-1-26-06-1111100,32332199,"706 Leger",1,507 02,706-80-West,1,1
706,DX-706-Weekday-1-26-06-1111100,32332200,"706 Leger",1,706 05,706-80-West,1,1
706,DX-706-Weekday-1-26-06-1111100,32332201,"706 Leger",1,707 01,706-80-West,1,1
706,DX-706-Weekday-1-26-06-1111100,32332202,"706 Leger",1,716 03,706-80-West,1,1
706,DX-706-Weekday-1-26-06-1111100,32332203,"706 Leger",1,503 03,706-80-West,1,1
706,DX-706-Weekday-1-26-06-1111100,32332204,"706 Leger",1,715 06,706-80-West,1,1
706,DX-706-Weekday-1-26-06-1111100,32332205,"706 Leger",1,903 03,706-80-West,1,1
706,DX-706-Weekday-1-26-06-1111100,32332206,"706 Leger",1,507 07,706-80-West,1,1
706,DX-706-Weekday-1-26-06-1111100,32332207,"706 Leger",1,706 07,706-80-West,1,1
706,DX-706-Weekday-1-26-06-1111100,32332208,"706 Leger",1,006 11,706-80-West,1,1
706,DX-706-Weekday-1-26-06-1111100,32332209,"706 Leger",1,709 01,706-80-West,1,1
706,DX-706-Weekday-1-26-06-1111100,32332210,"706 Leger",1,700 10,706-80-West,1,1
706,DX-706-Weekday-1-26-06-1111100,32332211,"706 Leger",1,706 06,706-80-West,1,1
706,DX-706-Weekday-1-26-06-1111100,32332212,"706 Leger",1,717 04,706-80-West,1,1
706,DX-706-Weekday-1-26-06-1111100,32332213,"706 Leger",1,706 06,706-80-West,1,1
706,DX-706-Weekday-1-26-06-1111100,32332214,"706 Leger",1,706 07,706-80-West,1,1
706,DX-706-Weekday-1-26-06-1111100,32332215,"706 Leger",1,706 06,706-80-West,1,1
706,DX-706-Weekday-1-26-06-1111100,32332216,"706 Leger",1,706 07,706-80-West,1,1
706,DX-706-Weekday-1-26-06-1111100,32332217,"706 Leger",1,715 06,706-80-West,1,1
706,DX-706-Weekday-1-26-06-1111100,32332218,"706 Southgate",0,706 02,706-79-East,1,1
706,DX-706-Weekday-1-26-06-1111100,32332219,"706 Southgate",0,521 03,706-79-East,1,1
706,DX-706-Weekday-1-26-06-1111100,32332220,"706 Southgate",0,706 04,706-79-East,1,1
706,DX-706-Weekday-1-26-06-1111100,32332221,"706 Southgate",0,004 15,706-79-East,1,1
706,DX-706-Weekday-1-26-06-1111100,32332222,"706 Southgate",0,706 01,706-79-East,1,1
706,DX-706-Weekday-1-26-06-1111100,32332223,"706 Southgate",0,507 04,706-79-East,1,1
706,DX-706-Weekday-1-26-06-1111100,32332224,"706 Southgate",0,056 19,706-79-East,1,1
706,DX-706-Weekday-1-26-06-1111100,32332225,"706 Southgate",0,706 01,706-79-East,1,1
706,DX-706-Weekday-1-26-06-1111100,32332226,"706 Southgate",0,056 22,706-79-East,1,1
706,DX-706-Weekday-1-26-06-1111100,32332227,"706 Southgate",0,706 03,706-79-East,1,1
706,DX-706-Weekday-1-26-06-1111100,32332228,"706 Southgate",0,715 02,706-79-East,1,1
706,DX-706-Weekday-1-26-06-1111100,32332229,"706 Southgate",0,706 02,706-79-East,1,1
706,DX-706-Weekday-1-26-06-1111100,32332230,"706 Southgate",0,709 01,706-79-East,1,1
706,DX-706-Weekday-1-26-06-1111100,32332231,"706 Southgate",0,706 02,706-79-East,1,1
706,DX-706-Weekday-1-26-06-1111100,32332232,"706 Southgate",0,507 02,706-79-East,1,1
706,DX-706-Weekday-1-26-06-1111100,32332233,"706 Southgate",0,706 02,706-79-East,1,1
706,DX-706-Weekday-1-26-06-1111100,32332234,"706 Southgate",0,507 07,706-79-East,1,1
706,DX-706-Weekday-1-26-06-1111100,32332235,"706 Southgate",0,715 02,706-79-East,1,1
706,DX-706-Weekday-1-26-06-1111100,32332236,"706 Southgate",0,706 04,706-79-East,1,1
706,DX-706-Weekday-1-26-06-1111100,32332237,"706 Southgate",0,709 01,706-79-East,1,1
706,DX-706-Weekday-1-26-06-1111100,32332238,"706 Southgate",0,706 04,706-79-East,1,1
706,DX-706-Weekday-1-26-06-1111100,32332239,"706 Southgate",0,507 02,706-79-East,1,1
706,DX-706-Weekday-1-26-06-1111100,32332240,"706 Southgate",0,718 01,706-79-East,1,1
706,DX-706-Weekday-1-26-06-1111100,32332241,"706 Southgate",0,700 08,706-79-East,1,1
706,DX-706-Weekday-1-26-06-1111100,32332242,"706 Southgate",0,706 06,706-79-East,1,1
706,DX-706-Weekday-1-26-06-1111100,32332243,"706 Southgate",0,700 10,706-79-East,1,1
706,DX-706-Weekday-1-26-06-1111100,32332244,"706 Southgate",0,708 03,706-79-East,1,1
706,DX-706-Weekday-1-26-06-1111100,32332245,"706 Southgate",0,706 05,706-79-East,1,1
706,DX-706-Weekday-1-26-06-1111100,32332246,"706 Southgate",0,706 06,706-79-East,1,1
706,DX-706-Weekday-1-26-06-1111100,32332247,"706 Southgate",0,700 10,706-79-East,1,1
706,DX-706-Weekday-1-26-06-1111100,32332248,"706 Southgate",0,706 06,706-79-East,1,1
706,DX-706-Weekday-1-26-06-1111100,32332249,"706 Southgate",0,713 04,706-79-East,1,1
706,DX-706-Weekday-1-26-06-1111100,32332250,"706 Southgate",0,706 06,706-79-East,1,1
706,DX-706-Weekday-1-26-06-1111100,32332251,"706 Southgate",0,706 07,706-79-East,1,1
706,DX-706-Weekday-1-26-06-1111100,32332252,"706 Southgate",0,706 06,706-79-East,1,1
706,DX-706-Weekday-1-26-06-1111100,32332253,"706 Southgate",0,706 07,706-79-East,1,1
707,DX-707-Weekday-1-26-06-1111100,32325748,"707 Southgate",0,519 01,707-91-North,1,1
707,DX-707-Weekday-1-26-06-1111100,32325749,"707 Southgate",0,708 01,707-91-North,1,1
707,DX-707-Weekday-1-26-06-1111100,32325750,"707 Southgate",0,707 02,707-91-North,1,1
707,DX-707-Weekday-1-26-06-1111100,32325752,"707 Southgate",0,701 01,707-91-North,1,1
707,DX-707-Weekday-1-26-06-1111100,32325753,"707 Southgate",0,707 02,707-91-North,1,1
707,DX-707-Weekday-1-26-06-1111100,32325754,"707 Southgate",0,117 02,707-91-North,1,1
707,DX-707-Weekday-1-26-06-1111100,32325755,"707 Southgate",0,707 01,707-91-North,1,1
707,DX-707-Weekday-1-26-06-1111100,32325756,"707 Southgate",0,707 02,707-91-North,1,1
707,DX-707-Weekday-1-26-06-1111100,32325757,"707 Southgate",0,707 01,707-91-North,1,1
707,DX-707-Weekday-1-26-06-1111100,32325758,"707 Southgate",0,518 03,707-91-North,1,1
707,DX-707-Weekday-1-26-06-1111100,32325759,"707 Southgate",0,519 03,707-91-North,1,1
707,DX-707-Weekday-1-26-06-1111100,32325760,"707 Southgate",0,518 03,707-91-North,1,1
707,DX-707-Weekday-1-26-06-1111100,32325761,"707 Southgate",0,518 02,707-91-North,1,1
707,DX-707-Weekday-1-26-06-1111100,32325762,"707 Southgate",0,707 03,707-91-North,1,1
707,DX-707-Weekday-1-26-06-1111100,32325763,"707 Southgate",0,518 02,707-91-North,1,1
707,DX-707-Weekday-1-26-06-1111100,32325764,"707 Southgate",0,707 01,707-91-North,1,1
707,DX-707-Weekday-1-26-06-1111100,32325765,"707 Southgate",0,515 04,707-91-North,1,1
707,DX-707-Weekday-1-26-06-1111100,32325766,"707 Southgate",0,707 01,707-91-North,1,1
707,DX-707-Weekday-1-26-06-1111100,32325767,"707 Southgate",0,518 03,707-91-North,1,1
707,DX-707-Weekday-1-26-06-1111100,32325768,"707 Southgate",0,519 01,707-91-North,1,1
707,DX-707-Weekday-1-26-06-1111100,32325769,"707 Southgate",0,518 03,707-91-North,1,1
707,DX-707-Weekday-1-26-06-1111100,32325770,"707 Southgate",0,518 02,707-91-North,1,1
707,DX-707-Weekday-1-26-06-1111100,32325771,"707 Southgate",0,053 10,707-91-North,1,1
707,DX-707-Weekday-1-26-06-1111100,32325772,"707 Southgate",0,518 02,707-91-North,1,1
707,DX-707-Weekday-1-26-06-1111100,32325773,"707 Southgate",0,707 01,707-91-North,1,1
707,DX-707-Weekday-1-26-06-1111100,32325774,"707 Southgate",0,006 07,707-91-North,1,1
707,DX-707-Weekday-1-26-06-1111100,32325775,"707 Southgate",0,715 06,707-91-North,1,1
707,DX-707-Weekday-1-26-06-1111100,32325776,"707 Southgate",0,707 03,707-91-North,1,1
707,DX-707-Weekday-1-26-06-1111100,32325777,"707 Southgate",0,527 06,707-91-North,1,1
707,DX-707-Weekday-1-26-06-1111100,32325778,"707 Southgate",0,707 04,707-91-North,1,1
707,DX-707-Weekday-1-26-06-1111100,32325779,"707 Southgate",0,708 01,707-91-North,1,1
707,DX-707-Weekday-1-26-06-1111100,32325780,"707 Southgate",0,923 04,707-91-North,1,1
707,DX-707-Weekday-1-26-06-1111100,32325781,"707 Southgate",0,721 08,707-91-North,1,1
707,DX-707-Weekday-1-26-06-1111100,32325782,"707 Southgate",0,708 01,707-91-North,1,1
707,DX-707-Weekday-1-26-06-1111100,32325783,"707 Southgate",0,519 01,707-91-North,1,1
707,DX-707-Weekday-1-26-06-1111100,32325784,"707 Southgate",0,719 09,707-91-North,1,1
707,DX-707-Weekday-1-26-06-1111100,32325785,"707 Southgate",0,715 06,707-91-North,1,1
707,DX-707-Weekday-1-26-06-1111100,32325786,"707 Southgate",0,721 08,707-91-North,1,1
707,DX-707-Weekday-1-26-06-1111100,32325788,"707 Southgate",0,518 08,707-91-North,1,1
707,DX-707-Weekday-1-26-06-1111100,32325789,"707 Southgate",0,523 06,707-91-North,1,1
707,DX-707-Weekday-1-26-06-1111100,32325790,"707 Century Park",1,009 03,707-92-South,1,1
707,DX-707-Weekday-1-26-06-1111100,32325791,"707 Century Park",1,515 06,707-92-South,1,1
707,DX-707-Weekday-1-26-06-1111100,32325792,"707 Century Park",1,521 03,707-92-South,1,1
707,DX-707-Weekday-1-26-06-1111100,32325793,"707 Century Park",1,707 02,707-92-South,1,1
707,DX-707-Weekday-1-26-06-1111100,32325794,"707 Century Park",1,707 01,707-92-South,1,1
707,DX-707-Weekday-1-26-06-1111100,32325795,"707 Century Park",1,707 02,707-92-South,1,1
707,DX-707-Weekday-1-26-06-1111100,32325796,"707 Century Park",1,707 01,707-92-South,1,1
707,DX-707-Weekday-1-26-06-1111100,32325797,"707 Century Park",1,518 03,707-92-South,1,1
707,DX-707-Weekday-1-26-06-1111100,32325798,"707 Century Park",1,519 03,707-92-South,1,1
707,DX-707-Weekday-1-26-06-1111100,32325799,"707 Century Park",1,518 03,707-92-South,1,1
707,DX-707-Weekday-1-26-06-1111100,32325800,"707 Century Park",1,518 02,707-92-South,1,1
707,DX-707-Weekday-1-26-06-1111100,32325801,"707 Century Park",1,707 03,707-92-South,1,1
707,DX-707-Weekday-1-26-06-1111100,32325802,"707 Century Park",1,518 02,707-92-South,1,1
707,DX-707-Weekday-1-26-06-1111100,32325803,"707 Century Park",1,707 01,707-92-South,1,1
707,DX-707-Weekday-1-26-06-1111100,32325804,"707 Century Park",1,515 04,707-92-South,1,1
707,DX-707-Weekday-1-26-06-1111100,32325805,"707 Century Park",1,707 01,707-92-South,1,1
707,DX-707-Weekday-1-26-06-1111100,32325806,"707 Century Park",1,518 03,707-92-South,1,1
707,DX-707-Weekday-1-26-06-1111100,32325807,"707 Century Park",1,519 01,707-92-South,1,1
707,DX-707-Weekday-1-26-06-1111100,32325808,"707 Century Park",1,518 03,707-92-South,1,1
707,DX-707-Weekday-1-26-06-1111100,32325809,"707 Century Park",1,518 02,707-92-South,1,1
707,DX-707-Weekday-1-26-06-1111100,32325810,"707 Century Park",1,053 10,707-92-South,1,1
707,DX-707-Weekday-1-26-06-1111100,32325812,"707 Century Park",1,715 05,707-92-South,1,1
707,DX-707-Weekday-1-26-06-1111100,32325813,"707 Century Park",1,715 06,707-92-South,1,1
707,DX-707-Weekday-1-26-06-1111100,32325814,"707 Century Park",1,719 10,707-92-South,1,1
707,DX-707-Weekday-1-26-06-1111100,32325815,"707 Century Park",1,707 03,707-92-South,1,1
707,DX-707-Weekday-1-26-06-1111100,32325816,"707 Century Park",1,727 05,707-92-South,1,1
707,DX-707-Weekday-1-26-06-1111100,32325817,"707 Century Park",1,930 01,707-92-South,1,1
707,DX-707-Weekday-1-26-06-1111100,32325818,"707 Century Park",1,721 08,707-92-South,1,1
707,DX-707-Weekday-1-26-06-1111100,32325819,"707 Century Park",1,707 03,707-92-South,1,1
707,DX-707-Weekday-1-26-06-1111100,32325820,"707 Century Park",1,707 04,707-92-South,1,1
707,DX-707-Weekday-1-26-06-1111100,32325821,"707 Century Park",1,708 01,707-92-South,1,1
707,DX-707-Weekday-1-26-06-1111100,32325822,"707 Century Park",1,923 04,707-92-South,1,1
707,DX-707-Weekday-1-26-06-1111100,32325823,"707 Century Park",1,721 08,707-92-South,1,1
707,DX-707-Weekday-1-26-06-1111100,32325824,"707 Century Park",1,708 01,707-92-South,1,1
707,DX-707-Weekday-1-26-06-1111100,32325825,"707 Century Park",1,519 01,707-92-South,1,1
707,DX-707-Weekday-1-26-06-1111100,32325826,"707 Century Park",1,719 09,707-92-South,1,1
707,DX-707-Weekday-1-26-06-1111100,32325828,"707 Century Park",1,518 08,707-92-South,1,1
707,DX-707-Weekday-1-26-06-1111100,32325829,"707 Century Park",1,523 06,707-92-South,1,1
707,DX-707-Weekday-1-26-06-1111100,32325830,"707 Century Park",1,715 06,707-92-South,1,1
707,DX-707-Weekday-1-26-06-1111100,32325831,"707 Century Park",1,527 06,707-92-South,1,1
707,DX-707-Weekday-1-26-06-1111100,32325832,"707 Southgate",0,518 05,707-91-North,1,1
707,DX-707-Weekday-1-26-06-1111100,32325833,"707 Century Park",1,117 02,707-92-South,1,1
707,DX-707-Weekday-1-26-06-1111100,32325834,"707 Century Park",1,721 04,707-92-South,1,1
707,DX-707-Weekday-1-26-06-1111100,32325835,"707 Century Park",1,519 05,707-92-South,1,1
707,DX-707-Weekday-1-26-06-1111100,32325836,"707 Century Park",1,706 01,707-92-South,1,1
707,DX-707-Weekday-1-26-06-1111100,32325837,"707 Century Park",1,518 02,707-92-South,1,1
707,DX-707-Weekday-1-26-06-1111100,32325844,"707 Southgate",0,707 02,707-91-North,1,1
707,DX-707-Weekday-1-26-06-1111100,32325845,"707 Southgate",0,719 03,707-91-North,1,1
707,DX-707-Weekday-1-26-06-1111100,32360204,"707 Southgate",0,009 04,707-91-North,1,1
707,DX-707-Weekday-1-26-06-1111100,32360205,"707 Southgate",0,719 09,707-91-North,1,1
707,DX-707-Weekday-1-26-06-1111100,32360206,"707 Century Park",1,707 04,707-92-South,1,1
707,DX-707-Weekday-1-26-06-1111100,32397136,"707 Century Park",1,518 02,707-92-South,1,1
707,DX-707-Weekday-3-26-06-1111100,32620667,"707 Southgate",0,519 01,707-91-North,1,1
707,DX-707-Weekday-3-26-06-1111100,32620668,"707 Southgate",0,708 01,707-91-North,1,1
707,DX-707-Weekday-3-26-06-1111100,32620669,"707 Southgate",0,707 02,707-91-North,1,1
707,DX-707-Weekday-3-26-06-1111100,32620670,"707 Southgate",0,701 01,707-91-North,1,1
707,DX-707-Weekday-3-26-06-1111100,32620671,"707 Southgate",0,707 02,707-91-North,1,1
707,DX-707-Weekday-3-26-06-1111100,32620672,"707 Southgate",0,117 02,707-91-North,1,1
707,DX-707-Weekday-3-26-06-1111100,32620673,"707 Southgate",0,707 01,707-91-North,1,1
707,DX-707-Weekday-3-26-06-1111100,32620674,"707 Southgate",0,707 02,707-91-North,1,1
707,DX-707-Weekday-3-26-06-1111100,32620675,"707 Southgate",0,707 01,707-91-North,1,1
707,DX-707-Weekday-3-26-06-1111100,32620676,"707 Southgate",0,518 03,707-91-North,1,1
707,DX-707-Weekday-3-26-06-1111100,32620677,"707 Southgate",0,519 03,707-91-North,1,1
707,DX-707-Weekday-3-26-06-1111100,32620678,"707 Southgate",0,518 03,707-91-North,1,1
707,DX-707-Weekday-3-26-06-1111100,32620679,"707 Southgate",0,518 02,707-91-North,1,1
707,DX-707-Weekday-3-26-06-1111100,32620680,"707 Southgate",0,707 03,707-91-North,1,1
707,DX-707-Weekday-3-26-06-1111100,32620681,"707 Southgate",0,518 02,707-91-North,1,1
707,DX-707-Weekday-3-26-06-1111100,32620682,"707 Southgate",0,707 01,707-91-North,1,1
707,DX-707-Weekday-3-26-06-1111100,32620683,"707 Southgate",0,515 04,707-91-North,1,1
707,DX-707-Weekday-3-26-06-1111100,32620684,"707 Southgate",0,707 01,707-91-North,1,1
707,DX-707-Weekday-3-26-06-1111100,32620685,"707 Southgate",0,518 03,707-91-North,1,1
707,DX-707-Weekday-3-26-06-1111100,32620686,"707 Southgate",0,519 01,707-91-North,1,1
707,DX-707-Weekday-3-26-06-1111100,32620687,"707 Southgate",0,518 03,707-91-North,1,1
707,DX-707-Weekday-3-26-06-1111100,32620688,"707 Southgate",0,518 02,707-91-North,1,1
707,DX-707-Weekday-3-26-06-1111100,32620689,"707 Southgate",0,053 10,707-91-North,1,1
707,DX-707-Weekday-3-26-06-1111100,32620690,"707 Southgate",0,518 02,707-91-North,1,1
707,DX-707-Weekday-3-26-06-1111100,32620691,"707 Southgate",0,707 01,707-91-North,1,1
707,DX-707-Weekday-3-26-06-1111100,32620692,"707 Southgate",0,006 07,707-91-North,1,1
707,DX-707-Weekday-3-26-06-1111100,32620693,"707 Southgate",0,715 06,707-91-North,1,1
707,DX-707-Weekday-3-26-06-1111100,32620694,"707 Southgate",0,707 03,707-91-North,1,1
707,DX-707-Weekday-3-26-06-1111100,32620695,"707 Southgate",0,527 06,707-91-North,1,1
707,DX-707-Weekday-3-26-06-1111100,32620696,"707 Southgate",0,707 04,707-91-North,1,1
707,DX-707-Weekday-3-26-06-1111100,32620697,"707 Southgate",0,708 01,707-91-North,1,1
707,DX-707-Weekday-3-26-06-1111100,32620698,"707 Southgate",0,923 04,707-91-North,1,1
707,DX-707-Weekday-3-26-06-1111100,32620699,"707 Southgate",0,721 08,707-91-North,1,1
707,DX-707-Weekday-3-26-06-1111100,32620700,"707 Southgate",0,708 01,707-91-North,1,1
707,DX-707-Weekday-3-26-06-1111100,32620701,"707 Southgate",0,519 01,707-91-North,1,1
707,DX-707-Weekday-3-26-06-1111100,32620702,"707 Southgate",0,719 09,707-91-North,1,1
707,DX-707-Weekday-3-26-06-1111100,32620703,"707 Southgate",0,715 06,707-91-North,1,1
707,DX-707-Weekday-3-26-06-1111100,32620704,"707 Southgate",0,721 08,707-91-North,1,1
707,DX-707-Weekday-3-26-06-1111100,32620705,"707 Southgate",0,518 08,707-91-North,1,1
707,DX-707-Weekday-3-26-06-1111100,32620706,"707 Southgate",0,523 06,707-91-North,1,1
707,DX-707-Weekday-3-26-06-1111100,32620707,"707 Century Park",1,009 03,707-92-South,1,1
707,DX-707-Weekday-3-26-06-1111100,32620708,"707 Century Park",1,515 06,707-92-South,1,1
707,DX-707-Weekday-3-26-06-1111100,32620709,"707 Century Park",1,521 03,707-92-South,1,1
707,DX-707-Weekday-3-26-06-1111100,32620710,"707 Century Park",1,707 02,707-92-South,1,1
707,DX-707-Weekday-3-26-06-1111100,32620711,"707 Century Park",1,707 01,707-92-South,1,1
707,DX-707-Weekday-3-26-06-1111100,32620712,"707 Century Park",1,707 02,707-92-South,1,1
707,DX-707-Weekday-3-26-06-1111100,32620713,"707 Century Park",1,707 01,707-92-South,1,1
707,DX-707-Weekday-3-26-06-1111100,32620714,"707 Century Park",1,518 03,707-92-South,1,1
707,DX-707-Weekday-3-26-06-1111100,32620715,"707 Century Park",1,519 03,707-92-South,1,1
707,DX-707-Weekday-3-26-06-1111100,32620716,"707 Century Park",1,518 03,707-92-South,1,1
707,DX-707-Weekday-3-26-06-1111100,32620717,"707 Century Park",1,518 02,707-92-South,1,1
707,DX-707-Weekday-3-26-06-1111100,32620718,"707 Century Park",1,707 03,707-92-South,1,1
707,DX-707-Weekday-3-26-06-1111100,32620719,"707 Century Park",1,518 02,707-92-South,1,1
707,DX-707-Weekday-3-26-06-1111100,32620720,"707 Century Park",1,707 01,707-92-South,1,1
707,DX-707-Weekday-3-26-06-1111100,32620721,"707 Century Park",1,515 04,707-92-South,1,1
707,DX-707-Weekday-3-26-06-1111100,32620722,"707 Century Park",1,707 01,707-92-South,1,1
707,DX-707-Weekday-3-26-06-1111100,32620723,"707 Century Park",1,518 03,707-92-South,1,1
707,DX-707-Weekday-3-26-06-1111100,32620724,"707 Century Park",1,519 01,707-92-South,1,1
707,DX-707-Weekday-3-26-06-1111100,32620725,"707 Century Park",1,518 03,707-92-South,1,1
707,DX-707-Weekday-3-26-06-1111100,32620726,"707 Century Park",1,518 02,707-92-South,1,1
707,DX-707-Weekday-3-26-06-1111100,32620727,"707 Century Park",1,053 10,707-92-South,1,1
707,DX-707-Weekday-3-26-06-1111100,32620728,"707 Century Park",1,715 05,707-92-South,1,1
707,DX-707-Weekday-3-26-06-1111100,32620729,"707 Century Park",1,715 06,707-92-South,1,1
707,DX-707-Weekday-3-26-06-1111100,32620730,"707 Century Park",1,719 10,707-92-South,1,1
707,DX-707-Weekday-3-26-06-1111100,32620731,"707 Century Park",1,707 03,707-92-South,1,1
707,DX-707-Weekday-3-26-06-1111100,32620732,"707 Century Park",1,727 05,707-92-South,1,1
707,DX-707-Weekday-3-26-06-1111100,32620733,"707 Century Park",1,930 01,707-92-South,1,1
707,DX-707-Weekday-3-26-06-1111100,32620734,"707 Century Park",1,721 08,707-92-South,1,1
707,DX-707-Weekday-3-26-06-1111100,32620735,"707 Century Park",1,707 03,707-92-South,1,1
707,DX-707-Weekday-3-26-06-1111100,32620736,"707 Century Park",1,707 04,707-92-South,1,1
707,DX-707-Weekday-3-26-06-1111100,32620737,"707 Century Park",1,708 01,707-92-South,1,1
707,DX-707-Weekday-3-26-06-1111100,32620738,"707 Century Park",1,923 04,707-92-South,1,1
707,DX-707-Weekday-3-26-06-1111100,32620739,"707 Century Park",1,721 08,707-92-South,1,1
707,DX-707-Weekday-3-26-06-1111100,32620740,"707 Century Park",1,708 01,707-92-South,1,1
707,DX-707-Weekday-3-26-06-1111100,32620741,"707 Century Park",1,519 01,707-92-South,1,1
707,DX-707-Weekday-3-26-06-1111100,32620742,"707 Century Park",1,719 09,707-92-South,1,1
707,DX-707-Weekday-3-26-06-1111100,32620743,"707 Century Park",1,518 08,707-92-South,1,1
707,DX-707-Weekday-3-26-06-1111100,32620744,"707 Century Park",1,523 06,707-92-South,1,1
707,DX-707-Weekday-3-26-06-1111100,32620745,"707 Century Park",1,715 06,707-92-South,1,1
707,DX-707-Weekday-3-26-06-1111100,32620746,"707 Century Park",1,527 06,707-92-South,1,1
707,DX-707-Weekday-3-26-06-1111100,32620747,"707 Southgate",0,518 05,707-91-North,1,1
707,DX-707-Weekday-3-26-06-1111100,32620748,"707 Century Park",1,117 02,707-92-South,1,1
707,DX-707-Weekday-3-26-06-1111100,32620749,"707 Century Park",1,721 04,707-92-South,1,1
707,DX-707-Weekday-3-26-06-1111100,32620750,"707 Century Park",1,519 05,707-92-South,1,1
707,DX-707-Weekday-3-26-06-1111100,32620751,"707 Century Park",1,706 01,707-92-South,1,1
707,DX-707-Weekday-3-26-06-1111100,32620752,"707 Century Park",1,518 02,707-92-South,1,1
707,DX-707-Weekday-3-26-06-1111100,32620753,"707 Southgate",0,707 02,707-91-North,1,1
707,DX-707-Weekday-3-26-06-1111100,32620754,"707 Southgate",0,719 03,707-91-North,1,1
707,DX-707-Weekday-3-26-06-1111100,32620755,"707 Southgate",0,009 04,707-91-North,1,1
707,DX-707-Weekday-3-26-06-1111100,32620756,"707 Southgate",0,719 09,707-91-North,1,1
707,DX-707-Weekday-3-26-06-1111100,32620757,"707 Century Park",1,707 04,707-92-South,1,1
707,DX-707-Weekday-3-26-06-1111100,32620758,"707 Century Park",1,518 02,707-92-South,1,1
707,DX-707-Weekday-3-26-06-1111100,32621003,"707 Century Park",1,717 06,707-94-South,1,1
708,DX-708-Weekday-1-26-06-1111100,32325651,"708 Southgate",0,708 01,708-8-North,1,1
708,DX-708-Weekday-1-26-06-1111100,32325652,"708 Southgate",0,707 02,708-8-North,1,1
708,DX-708-Weekday-1-26-06-1111100,32325653,"708 Southgate",0,515 06,708-8-North,1,1
708,DX-708-Weekday-1-26-06-1111100,32325654,"708 Southgate",0,708 02,708-8-North,1,1
708,DX-708-Weekday-1-26-06-1111100,32325655,"708 Southgate",0,721 02,708-8-North,1,1
708,DX-708-Weekday-1-26-06-1111100,32325656,"708 Southgate",0,515 04,708-8-North,1,1
708,DX-708-Weekday-1-26-06-1111100,32325659,"708 Southgate",0,715 03,708-8-North,1,1
708,DX-708-Weekday-1-26-06-1111100,32325660,"708 Southgate",0,507 01,708-8-North,1,1
708,DX-708-Weekday-1-26-06-1111100,32325662,"708 Southgate",0,518 01,708-8-North,1,1
708,DX-708-Weekday-1-26-06-1111100,32325665,"708 Southgate",0,009 98,708-8-North,1,1
708,DX-708-Weekday-1-26-06-1111100,32325668,"708 Southgate",0,708 01,708-8-North,1,1
708,DX-708-Weekday-1-26-06-1111100,32325669,"708 Southgate",0,719 10,708-8-North,1,1
